ID_Transacao,Data_Hora_Transacao,Valor_Reembolso,Quantidade_Combustivel,Preco_Combustivel,ID_Veiculo,Consumo_Medio_Veiculo,Distancia_Percorrida,ID_Condutor,Num_Reembolsos_Recentes,Probabilidade_Fraude
3204,2024-09-02 05:05:14,"280,33","38,3","7,32",167,"9,8","375,3",1030,1,0
3205,2024-09-01 23:33:11,"213,34","34,4","6,21",107,"9,9","340,1",1035,2,0
3206,2024-09-01 11:13:08,"329,58","56,9","5,79",172,"10,8","377,8",1086,7,1
3207,2024-09-02 11:48:21,"143,24","20,6","6,97",144,"12,9","265,1",1088,0,0
3208,2024-09-01 20:24:11,"223,93","33,4","6,7",116,"8,3","277,4",1048,4,0
3209,2024-09-02 12:03:57,"212,67","29,5","7,22",140,"14,7",433,1043,3,0
3210,2024-09-02 14:27:09,"288,98","42,9","6,73",176,"8,3","356,4",1047,3,0
3211,2024-09-01 22:00:04,"179,28",32,"5,61",108,"14,2","453,8",1029,5,0
3212,2024-09-02 06:25:35,"231,13","31,5","7,33",169,"14,3","450,9",1012,1,0
3213,2024-09-02 07:08:01,"358,02","68,1","5,26",190,"11,7","489,4",1042,7,1
3214,2024-09-02 07:41:50,"374,28",66,"5,67",123,9,"365,1",1092,7,1
3215,2024-09-02 11:32:09,"144,9",23,"6,3",172,12,276,1015,2,0
3216,2024-09-02 23:20:37,"104,98","16,4","6,41",110,"12,4","124,8",1090,7,1
3217,2024-09-03 02:39:41,"132,26","26,2","5,04",134,14,"367,4",1025,2,0
3218,2024-09-02 10:20:39,"172,2","24,8","6,95",128,"11,9","181,2",1074,7,1
3219,2024-09-02 15:38:05,"95,97","16,3","5,9",107,"10,9","177,3",1046,0,0
3220,2024-09-02 19:17:27,"68,08","11,3","6,02",116,"13,9","157,2",1036,1,0
3221,2024-09-03 07:09:40,"340,23","48,5","7,02",170,"14,9","443,8",1002,6,1
3222,2024-09-02 21:36:32,"209,73","35,2","5,95",111,"12,5","440,6",1025,2,0
3223,2024-09-03 11:29:21,"121,25","23,7","5,12",178,"14,1","333,9",1097,0,0
3224,2024-09-02 23:43:26,"117,18","21,5","5,44",192,"12,2","262,8",1096,0,0
3225,2024-09-03 17:09:38,"203,51","27,5","7,39",149,"12,8","352,5",1014,1,0
3226,2024-09-03 15:45:12,"212,9","41,1","5,18",123,"12,8","323,3",1065,6,1
3227,2024-09-03 11:12:57,"108,26","18,4","5,89",136,"12,9","237,1",1027,3,0
3228,2024-09-03 14:37:33,"135,51","21,6","6,26",177,"10,2","220,8",1083,1,0
3229,2024-09-03 12:24:57,"115,41","18,5","6,23",110,12,"222,3",1037,0,0
3230,2024-09-03 07:26:47,"129,4","25,8","5,01",198,"12,2","315,1",1043,2,0
3231,2024-09-03 12:46:49,"340,49","54,5","6,25",180,"10,2","341,5",1052,7,1
3232,2024-09-03 10:51:42,"145,16","24,4","5,96",158,"10,4","253,3",1079,2,0
3233,2024-09-03 12:34:32,"271,45","36,5","7,43",154,"13,3","485,9",1003,1,0
3234,2024-09-04 11:06:19,"63,69","11,8","5,4",126,"12,1","87,7",1071,5,"0,96"
3235,2024-09-03 18:04:35,"219,58","37,3","5,89",166,9,"206,2",1043,6,1
3236,2024-09-03 19:03:27,"103,85","17,2","6,05",159,"13,9","238,6",1045,3,0
3237,2024-09-04 16:30:17,"24,26","4,1","5,98",101,"14,2","57,6",1083,1,0
3238,2024-09-04 11:06:26,"126,25",19,"6,66",167,"11,3","214,2",1025,1,0
3239,2024-09-04 16:54:24,101,"18,2","5,54",117,"9,5","173,2",1095,2,0
3240,2024-09-04 03:30:36,"171,77",31,"5,55",119,"14,6","277,7",1012,6,1
3241,2024-09-04 18:28:59,"96,73","14,2","6,82",184,"14,2","201,4",1068,0,0
3242,2024-09-05 00:04:00,"242,78","38,8","6,25",162,"9,7","376,8",1043,0,0
3243,2024-09-04 06:26:16,"194,04","32,1","6,04",177,"8,7","279,5",1052,0,0
3244,2024-09-04 20:22:55,"52,93","9,8","5,42",171,"11,1","108,4",1050,3,0
3245,2024-09-05 08:51:58,"166,9","30,5","5,47",101,"12,7","387,5",1012,1,0
3246,2024-09-05 05:10:48,"84,25","16,7","5,03",189,"9,2","94,7",1040,9,1
3247,2024-09-05 10:13:42,"192,79","36,9","5,23",182,"11,6","427,6",1010,2,0
3248,2024-09-04 15:32:03,"272,5","42,6","6,39",141,11,"469,1",1036,2,0
3249,2024-09-04 17:25:32,"99,34","13,7","7,23",127,"14,2","195,1",1059,2,0
3250,2024-09-05 16:03:34,"242,74","42,4","5,72",128,11,"466,8",1031,1,0
3251,2024-09-05 20:42:10,"202,41","34,8","5,82",168,"11,7","406,9",1044,2,0
3252,2024-09-05 07:19:57,"167,37","31,6","5,29",127,"14,7","465,1",1017,1,0
3253,2024-09-05 07:50:12,"206,76","34,6","5,97",159,"10,1","349,8",1092,2,0
3254,2024-09-06 01:07:35,"79,4","15,6","5,09",189,10,156,1078,1,0
3255,2024-09-05 19:48:10,"242,55","33,3","7,29",104,"13,6","452,5",1019,2,0
3256,2024-09-05 16:37:54,"89,67","13,4","6,68",114,"9,9","132,9",1043,2,0
3257,2024-09-06 00:12:49,"79,08","10,6","7,48",172,"13,8","145,9",1035,2,0
3258,2024-09-06 03:40:34,"142,54","19,8","7,21",131,"8,7",172,1068,1,0
3259,2024-09-05 19:03:53,"131,25","21,2","6,18",151,"8,8","186,9",1036,0,0
3260,2024-09-05 17:09:03,"124,02","19,7","6,3",189,"14,3","281,5",1032,2,0
3261,2024-09-06 09:02:52,"280,43","51,2","5,48",136,"11,8","371,1",1081,6,1
3262,2024-09-06 04:04:20,"221,19","35,9","6,16",114,13,"466,8",1018,4,0
3263,2024-09-06 10:23:17,"67,91","9,4","7,26",140,"9,6","89,8",1050,4,0
3264,2024-09-06 20:25:09,"267,37","52,1","5,13",103,"9,2","479,5",1031,2,0
3265,2024-09-06 04:13:48,"392,24","54,8","7,16",152,"13,8","464,6",1021,7,1
3266,2024-09-06 16:19:27,"41,4","7,1","5,85",199,"10,5","74,3",1000,2,0
3267,2024-09-06 23:05:53,"137,3","18,9","7,25",183,"11,2","212,1",1053,4,0
3268,2024-09-06 17:06:58,"606,6","82,5","7,35",126,"8,2","415,9",1088,10,1
3269,2024-09-06 18:21:02,"330,36","49,5","6,68",120,"10,7","325,2",1019,7,1
3270,2024-09-07 07:18:31,"199,1","29,9","6,66",159,"13,4","400,6",1057,2,0
3271,2024-09-07 07:15:35,"167,17","27,3","6,13",185,"13,7","373,6",1034,1,0
3272,2024-09-07 03:37:58,"150,32","21,2","7,09",163,"12,9","273,5",1069,2,0
3273,2024-09-06 18:31:17,"64,44","8,7","7,4",170,"12,8","68,5",1069,5,"0,756"
3274,2024-09-06 15:27:02,"188,83","27,2","6,94",146,"11,5","312,9",1060,1,0
3275,2024-09-07 15:14:53,"39,91","6,1","6,55",153,"11,8","71,9",1062,1,0
3276,2024-09-07 04:35:23,"158,9","24,4","6,52",130,"13,2","321,7",1060,3,0
3277,2024-09-07 17:37:38,"301,1","42,3","7,12",116,"9,7","410,2",1056,0,0
3278,2024-09-07 09:14:09,"207,17","32,6","6,35",149,"9,6","313,2",1002,3,0
3279,2024-09-07 00:33:24,"389,62","55,6","7,01",106,"14,6","498,7",1094,6,1
3280,2024-09-07 08:58:15,"195,06","31,1","6,27",182,"8,2","255,1",1098,2,0
3281,2024-09-07 11:14:24,"361,04",70,"5,16",127,9,387,1044,7,1
3282,2024-09-07 06:12:21,"173,93","29,2","5,96",109,12,"350,2",1014,1,0
3283,2024-09-07 08:34:12,"373,66","61,2","6,11",126,"13,2","496,1",1016,9,1
3284,2024-09-07 14:50:07,"168,16","31,4","5,35",112,"11,8","370,9",1014,2,0
3285,2024-09-08 08:20:23,"62,02","11,8","5,26",165,"10,5","123,8",1004,2,0
3286,2024-09-07 20:54:59,"205,62","32,4","6,34",185,"14,8",480,1085,4,0
3287,2024-09-08 03:19:30,"141,56","27,2","5,21",183,"12,9","350,5",1045,0,0
3288,2024-09-08 08:11:01,"52,09",9,"5,76",159,"13,8","76,7",1010,9,1
3289,2024-09-08 01:47:26,"285,89","41,7","6,86",142,"8,3","345,9",1063,3,0
3290,2024-09-08 01:03:29,"556,14","75,1","7,41",168,"9,7","447,4",1091,7,1
3291,2024-09-08 00:20:23,"198,38","29,2","6,79",162,"10,6","309,7",1013,2,0
3292,2024-09-08 00:22:16,"168,34","22,5","7,48",169,"9,3","209,3",1038,2,0
3293,2024-09-08 14:40:18,"333,05","49,3","6,75",198,"8,5","419,4",1066,0,0
3294,2024-09-08 22:26:44,"390,53","68,2","5,73",164,"9,6","402,1",1054,7,1
3295,2024-09-08 23:53:11,"168,37","25,2","6,68",198,"11,7","294,9",1041,1,0
3296,2024-09-08 15:36:17,"101,9","15,1","6,76",166,"12,9","119,5",1074,7,1
3297,2024-09-08 22:42:08,"72,09","12,2","5,93",153,"13,4","162,9",1093,1,0
3298,2024-09-08 14:52:40,"232,14","46,1","5,04",135,"8,3","382,3",1004,2,0
3299,2024-09-09 07:17:55,"253,62","37,5","6,76",170,11,"412,7",1051,0,0
3300,2024-09-09 07:20:57,"99,69","19,7","5,05",192,"8,9","175,7",1021,2,0
3301,2024-09-09 03:14:31,"128,97","19,6","6,58",114,11,"215,6",1076,3,0
3302,2024-09-09 09:55:41,"41,76","7,7","5,41",174,11,"84,9",1043,2,0
3303,2024-09-09 17:57:00,"336,58","52,5","6,41",117,"11,5","371,1",1084,9,1
3304,2024-09-09 18:11:47,"22,75","3,6","6,26",103,"14,2","51,6",1058,1,0
3305,2024-09-09 21:38:33,"26,22","5,2","5,03",187,"13,6","70,9",1024,4,0
3306,2024-09-09 21:53:09,"24,59","4,2","5,91",110,"12,5",52,1020,2,0
3307,2024-09-09 19:52:08,"155,82",24,"6,5",105,"14,2","340,4",1091,1,0
3308,2024-09-09 13:07:07,"133,32","18,7","7,12",150,"12,7","237,8",1063,1,0
3309,2024-09-10 05:06:56,"96,92","13,4","7,22",157,"13,7","183,9",1067,2,0
3310,2024-09-09 09:39:57,"240,42","38,7","6,21",159,"11,9","460,7",1092,1,0
3311,2024-09-09 16:36:50,"129,76",19,"6,82",117,"11,7","136,8",1046,7,1
3312,2024-09-10 02:50:20,"99,53","17,2","5,79",178,"13,1","225,2",1034,1,0
3313,2024-09-10 07:44:26,"342,27","58,4","5,86",166,"8,1","473,1",1086,2,0
3314,2024-09-09 19:54:52,"103,88","18,9","5,49",116,"12,8","242,2",1006,1,0
3315,2024-09-10 13:07:15,"132,24","20,7","6,4",196,"14,5","299,6",1055,2,0
3316,2024-09-10 06:07:54,"38,39","6,6","5,79",133,13,"86,2",1051,3,0
3317,2024-09-10 07:52:54,"254,6","48,9","5,21",129,"8,3","405,6",1045,3,0
3318,2024-09-10 08:04:06,"152,05","22,7","6,71",118,"10,6","240,2",1008,1,0
3319,2024-09-10 16:47:50,"202,7","29,9","6,77",108,"13,7","410,2",1057,1,0
3320,2024-09-10 22:32:57,"65,9","11,2","5,9",139,"14,7","164,2",1022,4,0
3321,2024-09-10 10:58:32,"117,56","22,7","5,19",143,"10,6","240,1",1002,5,0
3322,2024-09-10 12:02:53,287,"47,3","6,07",194,"13,9","403,9",1060,5,1
3323,2024-09-10 14:56:38,"213,06","34,9","6,11",158,14,"488,2",1008,0,0
3324,2024-09-10 12:19:00,"57,56","8,6","6,67",190,"8,9","76,8",1052,2,0
3325,2024-09-10 20:19:45,"173,12","29,9","5,79",124,"13,9","415,6",1067,0,0
3326,2024-09-11 04:42:28,"196,43","29,3","6,71",170,"10,3","185,3",1048,6,1
3327,2024-09-11 03:43:49,"175,26","24,4","7,18",152,"12,2","297,8",1088,2,0
3328,2024-09-11 08:46:06,"85,51","15,3","5,59",147,"11,8","180,5",1069,4,0
3329,2024-09-11 01:10:49,"192,81","25,9","7,45",170,"12,6","326,1",1047,4,0
3330,2024-09-11 11:03:12,"94,62","15,8","5,97",183,"13,2","209,2",1081,1,0
3331,2024-09-11 22:12:40,"102,21",18,"5,67",152,"11,1","200,1",1006,0,0
3332,2024-09-11 03:28:51,"28,59","4,7","6,05",148,"14,2","67,1",1098,1,0
3333,2024-09-11 03:44:49,"44,41","8,5","5,24",142,"13,7","116,1",1030,0,0
3334,2024-09-11 22:13:34,182,"34,3","5,31",199,"13,5","462,7",1055,2,0
3335,2024-09-11 10:55:56,"269,21","44,6","6,04",118,"11,2","499,2",1095,3,0
3336,2024-09-12 06:48:12,"334,01","48,3","6,91",165,"8,3","401,2",1098,2,0
3337,2024-09-11 21:39:33,"185,34","25,6","7,25",133,"11,4","179,1",1060,9,1
3338,2024-09-12 01:49:46,"107,63","16,2","6,66",180,"14,3","231,1",1091,0,0
3339,2024-09-11 20:07:49,"216,51","41,2","5,26",187,"9,3","382,8",1004,4,0
3340,2024-09-12 10:47:38,"217,79","32,6","6,68",172,"14,9","485,8",1029,1,0
3341,2024-09-12 00:49:00,"122,66","18,6","6,59",153,"13,7",255,1021,1,0
3342,2024-09-12 02:14:17,"228,26","32,6","7,01",100,13,"423,3",1016,2,0
3343,2024-09-12 11:31:17,"442,15","62,6","7,06",191,"12,7","488,8",1009,8,1
3344,2024-09-12 13:38:30,"427,24","59,6","7,17",154,"12,1","443,1",1070,8,1
3345,2024-09-12 08:34:43,"70,71","11,7","6,04",114,13,"152,2",1067,0,0
3346,2024-09-12 12:55:58,"32,84","4,9","6,74",184,11,"53,6",1041,2,0
3347,2024-09-12 06:20:05,"110,71","19,5","5,67",114,"13,9","271,4",1026,3,0
3348,2024-09-12 16:43:43,"168,08","22,4","7,5",122,"12,9","289,1",1006,1,0
3349,2024-09-12 13:44:36,"57,08","10,5","5,44",165,"13,4","140,6",1022,1,0
3350,2024-09-12 16:24:02,"107,98","21,5","5,03",145,"13,5","178,1",1074,7,1
3351,2024-09-12 19:31:01,"246,21","45,8","5,37",199,"8,6","394,3",1007,0,0
3352,2024-09-13 11:30:57,"216,21","31,2","6,94",108,"8,4","261,7",1007,1,0
3353,2024-09-12 15:46:14,"86,76","14,2","6,12",165,"13,6","192,8",1004,1,0
3354,2024-09-13 07:43:58,"206,21","33,7","6,12",165,"9,8","330,2",1070,2,0
3355,2024-09-13 00:14:48,"209,91","28,4","7,39",117,"12,1","343,7",1085,3,0
3356,2024-09-13 00:30:11,"423,99","58,1","7,3",116,"11,1","396,2",1099,10,1
3357,2024-09-13 13:42:23,"84,94","14,7","5,78",171,"8,2","120,5",1001,4,0
3358,2024-09-13 23:28:08,"255,18","46,2","5,52",197,"8,3","383,7",1087,1,0
3359,2024-09-13 16:31:23,"164,95","23,2","7,12",133,"13,8","319,7",1050,0,0
3360,2024-09-13 20:47:58,"44,86","6,2","7,27",168,"12,3","75,9",1065,3,0
3361,2024-09-14 06:14:47,"217,04","34,2","6,35",163,"11,7","399,9",1011,0,0
3362,2024-09-13 23:53:46,"100,08","15,2","6,57",143,"14,6","222,4",1046,3,0
3363,2024-09-13 17:43:24,"198,21","35,1","5,64",128,"9,2","198,7",1054,5,"0,951"
3364,2024-09-14 09:27:06,"292,43","41,8",7,161,"9,8","251,6",1025,7,1
3365,2024-09-13 16:34:36,"101,82","15,5","6,58",191,"13,3","205,8",1044,3,0
3366,2024-09-14 15:02:04,"94,46","15,1","6,26",115,"13,4","202,2",1061,2,0
3367,2024-09-14 03:35:29,"320,93","62,3","5,15",177,"10,8","413,6",1069,8,1
3368,2024-09-13 22:22:12,"85,54","11,7","7,29",151,"14,7",106,1086,7,1
3369,2024-09-14 00:00:18,"218,06","33,3","6,54",101,"14,6","486,8",1001,0,0
3370,2024-09-14 02:23:08,"202,76",37,"5,48",160,"8,1","299,7",1025,1,0
3371,2024-09-14 19:08:55,"152,57","23,4","6,52",103,"9,2","132,3",1013,7,1
3372,2024-09-14 21:36:40,"53,23",8,"6,69",151,"13,7",109,1081,1,0
3373,2024-09-14 13:24:43,"193,71","30,7","6,31",140,"10,3","316,2",1056,0,0
3374,2024-09-14 08:50:44,"261,68","38,5","6,8",151,"8,7","334,8",1031,0,0
3375,2024-09-15 07:53:46,"35,31","5,5","6,45",130,"13,5","73,9",1061,0,0
3376,2024-09-14 21:39:47,"104,89","14,2","7,37",125,"11,2","159,4",1077,3,0
3377,2024-09-15 09:25:20,"183,6","35,8","5,13",126,"11,4",408,1029,3,0
3378,2024-09-14 15:41:47,"66,67","12,7","5,27",150,"9,3","72,3",1012,9,1
3379,2024-09-14 17:18:43,"187,38","34,5","5,43",197,"12,6","434,8",1039,2,0
3380,2024-09-15 04:32:58,"318,59","47,3","6,73",194,"11,9","346,2",1030,8,1
3381,2024-09-14 22:06:38,"172,63","26,1","6,61",147,"9,4","245,5",1036,0,0
3382,2024-09-15 02:22:08,"143,14","19,8","7,23",110,"10,4","205,9",1044,2,0
3383,2024-09-15 19:42:36,"53,47","7,8","6,83",107,"12,2","58,7",1085,8,1
3384,2024-09-15 04:36:55,"182,18","29,1","6,27",111,"14,5","421,3",1058,0,0
3385,2024-09-15 16:48:13,"59,32","7,9","7,48",198,"14,4","114,2",1027,3,0
3386,2024-09-16 01:30:20,"107,33","18,9","5,67",144,10,"189,3",1060,5,0
3387,2024-09-15 11:50:27,"165,43","23,4","7,08",133,"13,1","306,1",1018,4,0
3388,2024-09-15 22:48:44,"72,79",12,"6,07",176,"13,4","160,7",1042,2,0
3389,2024-09-15 23:03:56,"132,26",20,"6,62",190,"13,7","273,7",1058,3,0
3390,2024-09-15 13:48:40,"235,4","34,5","6,82",171,12,"414,2",1015,0,0
3391,2024-09-15 13:38:05,"212,59","32,3","6,58",146,"8,1","261,7",1068,1,0
3392,2024-09-16 09:35:28,"312,22","58,4","5,35",120,"13,3",477,1043,6,1
3393,2024-09-15 22:24:54,"492,99","80,7","6,11",140,"8,7","431,4",1065,6,1
3394,2024-09-16 01:29:55,"145,38","22,7","6,4",174,"8,8","199,9",1009,3,0
3395,2024-09-16 08:12:12,"134,23","18,9","7,12",121,"12,2",230,1046,1,0
3396,2024-09-16 07:33:27,"98,62","16,1","6,11",120,"14,9","240,5",1018,3,0
3397,2024-09-16 17:17:10,"249,71","34,2","7,3",127,"9,7","331,8",1083,1,0
3398,2024-09-16 04:53:59,"87,4","14,3","6,1",166,"12,5","179,1",1092,1,0
3399,2024-09-16 22:40:49,"306,64","48,1","6,37",170,"10,1","486,2",1088,1,0
3400,2024-09-16 13:33:51,"257,63","36,9","6,99",113,"14,3","323,9",1080,5,1
3401,2024-09-17 06:54:11,"197,91","30,6","6,46",178,"12,2","229,7",1050,6,1
3402,2024-09-17 05:57:55,"265,08","35,8","7,4",172,"9,5","340,3",1012,2,0
3403,2024-09-16 17:20:11,"154,65","23,3","6,65",151,"9,8","227,9",1062,3,0
3404,2024-09-17 08:41:31,"239,78",38,"6,31",142,11,418,1015,3,0
3405,2024-09-17 13:19:26,"173,69","34,3","5,06",170,"8,9","305,5",1052,5,0
3406,2024-09-17 12:31:01,"48,31",8,"6,03",175,"8,6","68,9",1034,1,0
3407,2024-09-17 11:08:25,"94,66","16,5","5,75",118,"12,8","129,5",1099,8,1
3408,2024-09-16 23:49:37,"276,82","40,3","6,87",126,"10,9","439,2",1058,0,0
3409,2024-09-17 13:56:57,"127,8","23,2","5,52",117,"13,1","303,3",1038,0,0
3410,2024-09-17 22:36:01,"486,7","88,3","5,51",112,"8,8","477,7",1066,10,1
3411,2024-09-17 14:39:49,"36,73","6,7","5,47",100,"12,3","82,6",1072,4,0
3412,2024-09-17 21:22:38,"87,5","16,5","5,31",184,"11,1","182,9",1060,1,0
3413,2024-09-17 08:23:46,"94,34","16,3","5,78",133,"8,4","137,1",1049,1,0
3414,2024-09-18 02:22:33,"297,48","41,3","7,21",112,"11,8","299,2",1052,7,1
3415,2024-09-17 14:04:38,"291,9","42,1","6,94",150,"8,6","222,3",1045,6,1
3416,2024-09-18 06:31:48,"97,43","14,2","6,84",186,"13,8","120,8",1051,7,1
3417,2024-09-18 03:35:52,"191,21","27,4","6,99",100,"12,4","339,2",1028,4,0
3418,2024-09-18 06:53:39,"138,8","24,5","5,67",186,"11,9","291,3",1004,0,0
3419,2024-09-17 23:06:36,"140,83","19,5","7,22",127,"8,9","173,6",1066,2,0
3420,2024-09-18 02:14:18,"141,99","26,6","5,34",131,10,"265,9",1073,2,0
3421,2024-09-18 15:01:38,"195,82","33,5","5,84",171,"11,5","385,6",1094,2,0
3422,2024-09-18 02:19:35,"74,3","11,5","6,47",154,"12,4","142,4",1074,2,0
3423,2024-09-18 05:59:06,"102,82","19,5","5,26",125,"9,3","181,8",1080,8,"0,286"
3424,2024-09-18 10:52:47,"173,45","25,4","6,83",113,"8,1","205,7",1039,1,0
3425,2024-09-18 13:22:28,"221,58","37,1","5,97",187,"10,4",386,1071,4,0
3426,2024-09-18 14:51:06,"428,27","61,5","6,96",192,"11,4","431,1",1001,6,1
3427,2024-09-19 00:08:54,"146,97","23,6","6,23",167,"9,3","219,4",1067,5,0
3428,2024-09-18 17:31:11,"87,73","16,1","5,45",162,"11,4","183,5",1061,1,0
3429,2024-09-19 07:57:03,"296,16","43,3","6,84",181,"10,4","450,3",1079,3,0
3430,2024-09-18 17:14:26,"408,73","72,6","5,63",113,"11,2","499,7",1057,6,1
3431,2024-09-18 16:28:00,"210,68","33,8","6,23",126,"10,4","351,7",1084,1,0
3432,2024-09-19 02:56:53,"207,39",40,"5,19",140,"12,4","495,5",1068,2,0
3433,2024-09-19 16:36:14,"444,91",68,"6,54",102,"8,3",347,1057,6,"0,972"
3434,2024-09-18 20:24:08,"275,16","41,3","6,66",193,"9,2","380,1",1034,3,0
3435,2024-09-19 04:48:04,"197,95","33,3","5,95",158,11,"224,9",1013,6,1
3436,2024-09-18 23:39:57,"172,29","23,3","7,39",199,"10,5","244,8",1014,3,0
3437,2024-09-19 04:49:33,"77,21","10,7","7,19",122,"10,7","114,9",1005,1,0
3438,2024-09-20 01:45:27,"209,17","30,9","6,77",117,"13,6","420,2",1015,1,0
3439,2024-09-19 13:58:48,"223,93",33,"6,78",173,"14,2",469,1086,3,0
3440,2024-09-19 11:27:14,"312,14","55,4","5,63",175,"9,7","330,5",1094,6,1
3441,2024-09-19 11:03:51,"97,74","14,7","6,64",140,"13,9","204,6",1045,1,0
3442,2024-09-19 14:41:59,"58,58","10,7","5,5",107,"11,2","119,3",1062,5,0
3443,2024-09-20 01:14:27,"91,66","17,1","5,36",131,"9,9","169,3",1011,1,0
3444,2024-09-20 13:39:43,83,"11,1","7,5",180,"14,9","164,9",1040,1,0
3445,2024-09-20 07:45:23,"155,02","23,6","6,56",140,"13,8","326,1",1018,2,0
3446,2024-09-20 13:41:01,"192,65","31,7","6,08",144,15,"475,3",1075,5,0
3447,2024-09-20 11:19:55,"44,58","7,8","5,72",177,"9,2","71,7",1076,3,0
3448,2024-09-20 17:20:35,"59,44","9,1","6,51",108,9,"50,5",1001,10,1
3449,2024-09-20 20:11:07,"231,9","45,3","5,12",189,"11,5","320,1",1019,7,"0,999"
3450,2024-09-20 04:38:50,"74,53","14,2","5,24",147,"12,5","177,8",1094,4,0
3451,2024-09-20 07:25:32,"246,38","48,5","5,08",123,"9,2","446,2",1008,1,0
3452,2024-09-20 15:23:06,"88,08","14,1","6,25",186,14,"197,3",1020,2,0
3453,2024-09-21 03:08:45,"163,08","25,1","6,5",194,"11,7","180,4",1007,8,1
3454,2024-09-20 21:11:01,"81,09","15,7","5,16",143,"10,9","171,3",1038,1,0
3455,2024-09-20 23:56:48,"64,21","9,4","6,8",157,"12,2","115,2",1036,5,0
3456,2024-09-21 01:03:05,"140,26","25,1","5,58",165,"12,4","311,7",1028,0,0
3457,2024-09-20 16:00:37,"101,62","15,1","6,71",117,"8,3","125,7",1082,4,0
3458,2024-09-21 13:59:34,"119,75","16,1","7,45",179,15,"241,1",1034,2,0
3459,2024-09-21 07:14:48,"164,98","24,5","6,73",128,"10,5","257,4",1037,2,0
3460,2024-09-21 10:37:08,"50,81",7,"7,21",174,"8,4","59,2",1089,2,0
3461,2024-09-21 13:39:48,"30,32","4,1","7,37",101,14,"57,6",1074,4,0
3462,2024-09-21 08:04:26,"117,81","18,9","6,22",177,15,"284,1",1099,2,0
3463,2024-09-21 15:12:00,"179,21","26,5","6,76",167,"13,7","363,2",1034,1,0
3464,2024-09-21 21:57:31,"241,4","33,9","7,13",197,14,474,1067,6,"0,402"
3465,2024-09-21 17:08:15,"62,03","10,5","5,89",138,"12,4","130,6",1002,0,0
3466,2024-09-21 14:00:45,"37,6","6,7","5,65",172,"14,5","96,5",1011,1,0
3467,2024-09-21 14:40:53,"106,05","14,4","7,37",140,"8,3","73,4",1031,9,1
3468,2024-09-21 17:58:17,"125,3","18,4","6,82",170,"13,4","246,2",1046,4,0
3469,2024-09-22 05:24:08,"144,39",26,"5,55",180,"12,7","330,4",1062,4,0
3470,2024-09-22 06:00:47,"315,73","51,6","6,12",186,"8,3","428,2",1025,5,0
3471,2024-09-22 13:48:19,"211,6","30,3","6,99",174,"11,8","357,2",1042,5,0
3472,2024-09-21 23:45:06,"78,97","12,4","6,37",121,"11,6","143,8",1076,3,0
3473,2024-09-22 05:07:40,"216,96","32,8","6,62",181,"12,8","257,8",1043,6,1
3474,2024-09-22 19:37:36,"372,09","54,1","6,88",148,"8,5","459,7",1037,1,0
3475,2024-09-22 14:18:58,"95,02","14,5","6,56",127,"13,6",197,1028,3,0
3476,2024-09-22 20:30:36,"193,6","30,5","6,35",115,9,"274,4",1054,0,0
3477,2024-09-22 14:14:01,"303,41","44,2","6,87",167,"10,9","481,4",1051,3,0
3478,2024-09-22 09:46:52,"182,8","26,8","6,82",161,"14,2","380,6",1018,3,0
3479,2024-09-23 02:07:47,"213,39","32,5","6,57",135,"11,9","386,5",1034,3,0
3480,2024-09-22 17:09:45,"90,21","15,3","5,9",121,"10,7","163,6",1047,3,0
3481,2024-09-23 00:49:16,"171,32","28,5","6,01",110,"8,3","236,6",1090,1,0
3482,2024-09-22 13:25:55,"50,96","6,9","7,43",184,"12,7","87,1",1059,1,0
3483,2024-09-22 15:12:03,"186,19","35,3","5,28",179,"14,9","322,9",1030,6,1
3484,2024-09-22 19:59:10,"38,08","6,7","5,67",141,"14,4","96,7",1002,4,0
3485,2024-09-23 05:17:59,"204,25","32,8","6,23",154,13,"426,2",1034,2,0
3486,2024-09-22 19:45:45,"552,31","77,9","7,09",172,"8,7","416,5",1087,7,1
3487,2024-09-23 10:30:05,"263,28","48,7","5,41",134,"9,7","290,1",1051,6,1
3488,2024-09-23 07:49:01,"69,44","12,2","5,69",156,"9,3","113,5",1070,2,0
3489,2024-09-23 11:30:19,"30,22","5,9","5,16",133,"10,5","61,5",1050,1,0
3490,2024-09-23 19:47:27,"287,65","42,6","6,76",172,"9,6","408,5",1055,2,0
3491,2024-09-23 16:43:49,"184,8",33,"5,6",176,"9,7","320,1",1098,1,0
3492,2024-09-23 12:38:57,"179,54","30,1","5,97",169,"12,3","369,9",1020,1,0
3493,2024-09-24 03:55:02,"111,84","18,3","6,11",103,"10,2","186,7",1000,3,0
3494,2024-09-24 09:35:54,"258,73","35,8","7,23",145,"12,7","279,3",1052,7,1
3495,2024-09-23 15:00:08,"159,51","26,5","6,03",191,"14,6","386,2",1005,4,0
3496,2024-09-23 17:43:09,"110,72","20,7","5,36",110,"12,5","258,2",1097,1,0
3497,2024-09-23 23:33:23,"152,1","24,1","6,31",197,"13,3","320,6",1081,1,0
3498,2024-09-24 09:17:48,"225,87","30,5","7,41",160,"13,3","405,4",1061,1,0
3499,2024-09-24 09:57:06,"92,93","14,3","6,52",134,"10,3","146,8",1088,0,0
3500,2024-09-24 17:42:13,"73,4","9,8","7,46",168,"8,1","79,7",1078,1,0
