Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
4.425646973661731,449.5363237417258,4.383309901094633,6,445.23592380628924,Sim,0.6169860010736301
4.7110900457267455,406.1700711503215,4.049478165258444,3,349.12871937071367,Sim,0.7750317351083531
2.458506145067327,203.02441976868022,6.4804112074003815,5,535.1549467893987,Não,0.45726452300703035
4.647328630145026,446.7033561460355,6.01617655772551,4,578.2776458008358,Não,0.21975862692742626
3.5194577505116804,393.5250276001395,5.7874537962119295,3,647.1189814844953,Não,0.4202146186685192
4.278629690721746,389.8420457471351,5.385754112034842,6,490.7163163663587,Não,0.08938803650628102
5.862660147301798,201.28458824323414,5.455553255144736,4,187.30725694653077,Não,0.28888859470721845
4.9048756103108335,301.2167933410542,5.54816068874852,8,340.72202934007043,Não,0.3097077021055436
4.163923934003968,421.41707466333287,4.243337783685467,5,429.4542897400142,Não,0.4745555942870745
4.7980533457021,482.2214105191538,4.251061162957072,4,427.24675248569656,Não,0.36750265966469864
2.1338189924499256,362.42024227364914,5.9762282846364325,8,1015.0374096697885,Não,0.17868739466625805
5.576497154418243,246.79046037620483,5.903878941347011,8,261.2788927518802,Não,0.260166933267294
3.9792113073738893,450.0705612001673,5.2050863854505645,5,588.7237368505417,Não,0.21301245296830812
5.722323418879007,465.9384198249128,4.9777680773508255,7,405.3132307348841,Não,0.22494816303427317
4.080769396873709,394.7542502650392,4.553590491094436,3,440.4927173054925,Não,0.13803947369013925
5.83648287887603,242.3498352605903,4.375921110186052,3,181.7025393846709,Não,0.19832138904316687
4.400283045724483,440.2240606497216,4.562271051148161,4,456.43006757771906,Não,0.21084067686811736
5.438176815042283,444.0416417083163,5.083420120398637,8,415.0748113800245,Sim,0.9345074692568847
5.934211326428533,425.55698042680956,6.272084813561359,5,449.78672437107474,Não,0.04876208114866609
4.407083386750166,333.62800510586663,5.819577641810322,4,440.557599847826,Não,0.4698254593271424
5.941993383756861,431.6171392194574,6.032807215517662,5,438.2137144316249,Sim,0.7399415657018913
4.035830497024181,303.1671660292866,4.6781453339348,5,351.4171529770385,Não,0.3444478502404889
4.177738042536703,263.0364608168254,4.585457851088261,4,288.70709271245204,Sim,0.5814961840363717
2.8109094689715084,481.7566622141086,4.176053445229904,4,715.726205774178,Não,0.4989733745738123
5.471901522386332,234.73906798771213,5.668348522551677,7,243.16644657614924,Não,0.2563762694858865
5.677598717876714,216.61451878842126,6.047709686165467,4,230.73517318439926,Não,0.48353346475040154
2.5545460905173183,223.0430534731414,6.168968779242517,8,538.6262704009727,Não,0.08056101137383226
3.795751796509285,374.3826441453274,4.5962740698075795,4,453.33976817284173,Não,0.1216272559410218
2.9858381957951545,327.260586752848,6.103931215957614,5,669.0168656983577,Não,0.37844896830579217
2.0980597111370125,294.0765839960278,4.139808966144027,4,580.2603580333754,Não,0.34198196540393827
3.1217445156449504,221.66297161652403,4.336546591041805,6,307.9213558657409,Não,0.4716361610940475
3.7322173640315617,484.3546070756303,4.06960249630113,6,528.1393139226789,Sim,0.9980087764210217
4.8227889279619625,336.7902549498457,5.117757935395895,4,357.38885229670444,Sim,0.6073953353623756
4.7436173581036805,451.41004213382223,6.129675159474959,5,583.3094689389904,Não,0.061511726830628166
3.1465969217115175,392.6762170307054,5.828009779941571,3,727.300283495041,Não,0.3061123472768851
3.839254676302281,406.7124630397418,5.7704266217093565,8,611.2916755931112,Não,0.1603121000753952
4.370626942240111,340.94433845727383,5.040610603220711,7,393.20849622891274,Sim,0.5153837210918799
2.6893138717153886,316.3915013067397,4.4069061863484436,6,518.4622290024402,Sim,0.5231095976341902
2.505122297768267,282.34566044591514,4.049543616492966,4,456.41327288565464,Não,0.11108067807374483
5.385566851645184,373.6229675223481,6.3114288644189624,5,437.85451867709435,Não,0.14317858347178603
5.140624808226408,345.6193894398235,5.292586368040568,8,355.8362139466899,Não,0.3693785781910712
5.495079142297714,200.4248474067685,5.243397971426392,8,191.2451506342941,Não,0.04632671746831979
3.18126940358127,281.5945412059259,5.889799284877997,3,521.3438778725048,Não,0.23290414395695003
3.327228742364484,230.19955596677337,6.004108321343443,4,415.4036817340831,Não,0.46651212927874225
3.5437855239120144,316.51396314994986,6.243494215930832,3,557.6390232574133,Sim,0.5845461947930923
2.2331082596518637,307.9175505839869,4.890200986284734,8,674.2972281133113,Não,0.056255332690683835
4.366385625894217,298.1337775523194,4.899560507493111,3,334.53858811335067,Não,0.16943290077141027
3.846674728798993,411.45666027462573,6.358908492031399,3,680.1758494251715,Não,0.22316151944155438
3.6386181902923087,345.01021245113986,5.606108258160381,9,531.5656933536687,Não,0.3813988261556483
4.297994437375941,278.1343692200505,5.246791293841424,8,339.53347502068726,Não,0.44531772035173817
4.491439388404471,337.49237459813594,4.5731183307000896,4,343.6298325055452,Não,0.07649575596939912
2.471464238941881,495.1490866965765,4.472204079324207,7,895.9902111900066,Não,0.2685544767092714
3.023959471155085,249.74686981157566,4.7931877726529635,7,395.86629849306047,Sim,0.9316047891082937
5.8613778664986835,293.5626286969071,4.162532117382458,8,208.47723832963558,Não,0.0811575995877944
3.944992598488298,411.4143805527681,5.883139898739634,5,613.5393911949873,Não,0.32699863251003736
3.5698968692991557,248.5603045084477,4.771304626988098,9,332.21041794956807,Não,0.35561257867357876
3.1983487848167096,309.77880283259725,4.843734810778568,9,469.1440714798562,Sim,0.7712275439280062
2.287529701102218,323.15971639208715,4.6596743569608865,6,658.2730020726729,Não,0.3696997795825658
4.372679615325326,257.75544823270315,5.673147516576904,5,334.4138628177846,Não,0.010415030539613956
4.3780322813218095,443.4668873650686,5.166011225301051,4,523.2841539225881,Sim,0.5906314616553593
5.596047219788116,452.6053654533213,4.208123369571169,7,340.35081205578814,Não,0.36144663666918014
3.9468441915257837,264.25295606620193,4.4225017769631645,5,296.0996459601216,Sim,0.5453788756288003
5.854845331909319,406.3449898951161,5.837990654554578,6,405.17522138525106,Não,0.04139390652218744
2.539203821876767,275.6884003214506,4.009936505521571,7,435.3699262238593,Não,0.024621185503706733
3.931187044185958,488.57459272303726,4.235575256814087,3,526.404475998224,Sim,0.7265708021112122
5.295607235951955,318.14166431491435,4.924208586161613,7,295.82932518099227,Sim,0.7508134817493863
3.749980498418881,221.34712670657512,6.187883244164979,4,365.247279837636,Sim,0.7624749532467289
3.6640285368312475,440.51917934181023,4.020887049276793,7,483.4235992892609,Não,0.0794559822249053
3.9694279451760095,351.3591179671028,4.629509783523355,3,409.78712716920546,Sim,0.9130375898552179
3.9052588551713034,405.71038991464707,5.168126379708478,3,536.9074487503404,Não,0.35825390938537893
2.726354306956235,409.01709332684425,6.356537759808649,9,953.6297580639433,Não,0.4695371714089423
3.4491919812313805,229.07162438258712,6.394716184874784,6,424.69309679072376,Sim,0.8372534254694441
2.67885552213194,329.43836317830164,6.034960139693444,4,742.162977376494,Sim,0.6314148539766266
5.312645596660909,313.9988101425564,5.942184702490267,9,351.2071137216375,Sim,0.5110180426359224
2.583795021133209,464.24114964317846,4.495934620970273,6,807.803188754655,Sim,0.6691150038687379
5.4946146285056185,300.2488659222052,4.549517142945848,4,248.6047621204387,Não,0.4126262079490071
3.9405488825476205,469.93891277051875,6.46178741195901,9,770.6148157124261,Não,0.17321544670923156
2.1377909741012573,279.7723807595627,5.26636858801179,3,689.208858899246,Sim,0.5462124959000887
5.719368885289409,456.0170169831774,6.113568451987945,4,487.4473573069649,Sim,0.8401981781426808
5.055568618285041,272.6488329238482,5.458487413730298,8,294.3784043401882,Não,0.36435905530364604
5.334247010545252,343.3083198055329,6.070915717933886,7,390.7197905692489,Não,0.3499327936525749
3.3028065860837725,349.13525064130584,4.559500250883668,8,481.9786510050849,Não,0.25855748778608967
4.692927152405099,435.5426549082924,6.098274205684042,9,565.9705449595931,Não,0.15334573444529942
3.507706217648714,461.40324812085413,6.345267564365829,4,834.6557216404539,Não,0.28455724559607704
2.5659574291469016,289.01324810781927,5.143125461275149,7,579.2891877724362,Não,0.1556738456325445
3.335759004059977,263.9632316767489,5.839876376917861,5,462.1175088391444,Não,0.386784234980948
3.5581892451042694,217.94251696056432,5.960737398126897,4,365.10090442102734,Não,0.38896735274054384
3.646276286324089,261.1258104303362,4.30243253339528,7,308.11603232548623,Sim,0.923606687381114
5.842583875909352,498.9200726451521,4.854359469788568,6,414.5318973166884,Não,0.33243374455992086
2.0862973205114694,219.63915925496764,6.0190066706130505,8,633.6630698252505,Sim,0.8272485682230819
3.532134292883229,298.77833751286875,5.703517866624658,9,482.4526603075552,Sim,0.5224401205914603
3.3563583952671388,288.84882602091045,4.634818580547554,9,398.8733466899351,Não,0.4634291809366785
5.989912568271363,296.8443007420733,6.027986628748035,5,298.73115096397413,Não,0.28286905999639617
3.4712610011461447,381.23096205423917,4.608550135451505,8,506.1336503458741,Não,0.15801256228464988
2.9183579929428407,235.40489835833378,6.112039699847983,6,493.01836436246845,Não,0.32044245172609054
3.5959588043694115,487.2431110277071,6.283286191052296,6,851.3690166544096,Não,0.4351191733997632
4.920067278475648,337.2467498902854,5.189605973229762,8,355.7223201681898,Não,0.2085894716031742
3.589117592684183,342.04177819455936,6.269348958857663,3,597.4669847487984,Não,0.4936720131343742
4.081673560784809,487.08787653138637,4.586288998900273,6,547.306328241512,Sim,0.6509354587946017
2.4639870865633444,471.1255151488306,5.3246221261447815,6,1018.0919193256216,Sim,0.7961286395540377
5.019733990951611,344.8072517907157,4.406014750666274,9,302.65066640286005,Não,0.029122382384485668
5.092677162556696,216.25824513956462,4.270948297038284,4,181.36389845996422,Não,0.07961840787477431
2.4315992098769916,371.8137377675806,5.514630327006792,4,843.2373665701989,Sim,0.7965503242123302
3.621327508096793,438.9277052784041,4.73601610000048,9,574.0349842114377,Não,0.14241730453319357
2.062877554157065,456.2262251367283,4.2068500203854535,7,930.3874098824447,Não,0.3969069405155385
3.2418714924446257,245.72962728710053,4.585791780254109,7,347.59703079049154,Não,0.46027298217460777
3.813436370315368,387.8417196013275,4.018014851785464,5,408.64816878307397,Não,0.1779247310734277
2.781732086433503,257.6479900313157,5.762277495169624,7,533.7103532988378,Não,0.12813721473885953
4.558649690045316,395.3453709228995,5.473371199972096,4,474.6738868698142,Sim,0.5539594531368877
3.0562028887060606,292.93926242136445,5.778806058244484,7,553.9027499234412,Sim,0.5274369917770411
2.3314012989897037,209.71433796759266,4.485461236340869,8,403.4764560121656,Sim,0.8405627059751457
2.3184885643855484,481.9458898705626,6.018192733996845,4,1251.006063671203,Sim,0.6489325058618295
4.917525304991656,245.71717834489849,4.336806291202438,4,216.70001450139472,Não,0.1009397436396689
4.773991534644738,365.385983601283,6.454762371995081,6,494.02678682786603,Não,0.4091019004053531
3.7685381245783027,318.52262696093646,5.821785557621958,9,492.06625171783,Não,0.1651049380321079
5.5770413050780085,222.84577829658866,5.108910757896053,5,204.14035539857562,Não,0.26834807735349636
2.89342128328946,219.68091342740354,4.937364896736561,7,374.86585057754866,Não,0.3223905262024448
2.188537964695348,218.29621457583,6.119636579750654,7,610.4045355801302,Não,0.04256603201073772
5.145305288573175,319.5734753322165,5.108860090962037,7,317.30987428105504,Não,0.2413624492455182
2.6974301975013533,336.08955338896845,5.212938611103672,5,649.5123437384384,Não,0.38262841218890153
4.51011195548895,274.04899466389,4.195357811119106,6,254.9235144802174,Sim,0.7907167614849416
4.292490285117207,426.2459901704247,4.318911507791932,8,428.86962807580295,Sim,0.585021519460895
4.293460273392165,209.47176846610205,4.648661200671789,6,226.80151222993027,Sim,0.9515232378778922
5.251239195807883,265.02496817399947,5.181158395911666,9,261.4880579191913,Sim,0.6981328058816747
3.5762941339966785,410.1313140436167,4.207896295764627,8,482.5637859972556,Sim,0.6235141010491021
4.131222609200995,231.93505978481824,4.032169887068517,5,226.37404281650518,Sim,0.7008352227408161
3.642417958393111,418.0869683951144,4.312957624649064,8,495.0533954927064,Não,0.33385247714939886
4.7496944310821485,283.66398664029623,4.672962431736691,5,279.08135397770326,Não,0.333736929515385
5.03034198087174,383.34409451382646,4.204179873899932,8,320.38528057572137,Não,0.40251547556179096
2.712323264187742,340.9012198637515,4.180498234167523,8,525.430344709576,Não,0.10052407575026034
5.304218494760079,219.0167875042622,4.873100537804243,7,201.21547142704074,Não,0.11677393598022906
3.11699648866659,270.91438263695323,4.9286480175811285,5,428.3744430809524,Não,0.16343756873775916
3.7205820753363206,292.97867997105413,5.984909468616248,5,471.28401963903696,Não,0.46346109956773995
5.25159583157037,478.5557679687362,5.969514010597001,3,543.9766222236362,Sim,0.5556326307084176
2.66547373536102,479.1289834323417,4.132861781874348,3,742.897533727764,Sim,0.873584625649691
3.851283115064444,313.53996757488784,4.6676216404197,3,379.9995726267319,Não,0.40222261319431785
4.588136506038172,205.7238580470194,4.731782858129756,9,212.16470428334438,Sim,0.9917370859594781
2.1068862813881974,302.51812208066366,5.842240764768124,4,838.8605120805329,Sim,0.7215484759139476
3.3990169298403674,213.08222742776655,5.730272536873958,6,359.22717101106224,Não,0.49505761254805597
2.6490429341079342,235.28376614676472,4.295774736282228,6,381.5438570122571,Sim,0.7358497730569804
2.944261812914042,448.2438002619873,4.669804352684689,3,710.9458949425522,Não,0.23062174477842506
2.785566180319357,290.7481874467128,6.339607989076113,9,661.7073200304502,Não,0.29112953199144675
2.6328264879540866,443.36415958492773,5.24065447259092,8,882.51860749123,Não,0.23076537156504778
2.600101951406944,293.86540670627255,4.638333770672865,6,524.2278439199898,Não,0.2800716976408751
3.8280228473731053,388.4357382335897,4.173940583622085,6,423.53657660506667,Não,0.18983799171363586
3.2435169873857648,310.8289169809163,6.113583954405437,5,585.8698094722639,Não,0.4374903822658842
5.416582434264161,433.59612836272623,5.2028073787658204,6,416.4834862992995,Não,0.11149012241818507
5.718426454254798,377.0200661464616,4.304786347884032,4,283.8177331839313,Sim,0.8116819780185331
3.48748533400358,251.08560335993874,4.951825859222389,3,356.5125196294013,Não,0.27259030234412146
2.97586400261354,252.45215961303808,5.360951326615297,3,454.7868245308957,Sim,0.6900748383391317
5.413375586579338,239.6237535538748,6.319367416262116,4,279.7275962386407,Sim,0.760896612548289
2.1358373347832296,400.52679971166685,6.238350525659551,3,1169.8580836801439,Sim,0.9467972753823397
3.6368972629520915,387.76606687739945,5.477525264825804,7,584.0138652800507,Não,0.25901255901752857
4.6092255216356435,274.2235132768677,4.769237977944174,7,283.7433724660131,Sim,0.6810334674412093
3.9897097026185526,301.89345243733754,4.724965661476281,6,357.5288185139722,Não,0.37289393250834907
3.45672139240933,214.19071722214233,6.300352059217264,4,390.39215867355847,Sim,0.9644344847952361
5.537104867145363,300.49361615894554,4.270281575533195,8,231.7442749301649,Não,0.41264128898298963
2.5664058837761217,450.31584762310945,4.450491098736403,8,780.9079164507616,Não,0.3978779310182483
5.769613508963213,350.4339389715333,4.805927778027139,3,291.90173640753954,Não,0.0130003804881616
4.887357920142399,298.29811721325683,4.234029048075003,8,258.42242657566857,Não,0.3594945064915253
3.9922584386640456,338.42006641657235,5.943526948728447,8,503.8272986681842,Não,0.1039250797158301
4.321740345280949,420.42349088658113,5.511367573035627,6,536.151691099367,Sim,0.934852102826834
3.3987813561640303,323.3068374096449,5.8684207540043065,3,558.229658146533,Não,0.012598386868159783
3.8290109979807037,364.34504850177,4.700974111131842,3,447.31567536085925,Sim,0.8412628602417678
5.327912908379059,472.10063342164415,4.620729574831697,9,409.43787870808933,Não,0.26901127786179885
2.782048725181445,452.4250497286014,6.2366934552944535,4,1014.2296650356506,Sim,0.8023491207089111
3.7420401494211473,316.49347187818995,4.690164338918635,9,396.6837169112832,Sim,0.8166108746008878
4.206791084193522,251.15476311390844,6.482174927800958,9,387.00022793427433,Não,0.11601880430618061
3.2612057280033553,422.6770971944121,4.495166776429272,8,582.6078459727067,Não,0.173371174574514
5.866130845228483,364.2925252266483,6.3187019593668055,7,392.3976388635511,Não,0.3242153930995769
3.8147231879126315,385.0558393364314,4.686707144903061,8,473.07336981171017,Não,0.22616710534003293
4.19854885179701,461.5436728805289,6.192808534921005,5,680.7713087415844,Não,0.4902646860830022
5.380734084568395,425.9501310468195,5.805345290919249,4,459.56323962020133,Não,0.44797445476249714
3.4866108492503787,434.4303639042608,4.047363213611679,5,504.2998917186511,Sim,0.7493640026753341
4.363791912580314,443.8794493724607,6.062815200952839,6,616.7019708908728,Sim,0.8987048842705532
4.160130158183913,453.5257705765421,4.848508700754865,5,528.5708766421985,Sim,0.5411090767703328
5.51580600475983,455.841122206663,4.073920754795667,3,336.6798264921815,Sim,0.6642242711353464
3.688109678561312,313.39568604818186,4.148609889623427,3,352.5265124468808,Não,0.3362512061135525
4.153856995948699,499.51149889713975,4.802516327145702,8,577.5143755286282,Sim,0.9290838720906528
4.151635870138827,388.9848964349065,4.3422663965236685,8,406.8459030073975,Não,0.03653010673967211
3.992326047113501,303.52505213402924,5.292662318876534,4,402.3858741262624,Não,0.2393284776880823
5.9679543939986885,439.6778146531826,5.042527017262836,4,371.4986933394187,Não,0.36279260365615495
2.864259873415031,465.4518763357349,4.463395302183247,4,725.3167694425426,Não,0.37851978170595124
4.024139293391743,290.6078818633625,5.2486791027583655,5,379.0394430774036,Não,0.1468633981220991
3.4213929390307913,499.0645544855845,4.1255874875570315,7,601.7825248836238,Não,0.12307995906356323
4.491749260662047,308.43095766066193,5.8521237023157555,7,401.84258138840727,Não,0.3425439470645196
2.3106593334037577,480.42813448742464,6.1961014643165,6,1288.2822770812243,Não,0.45586339350594884
4.303788664770773,345.23203639568726,5.064176930037792,9,406.22722219984405,Não,0.2630915238434292
5.0945571991301435,453.17008308860267,4.838171436744308,5,430.36410551258064,Não,0.10338346529150189
4.6820476996952465,328.56170619894755,4.064205853573971,3,285.2047854362806,Não,0.2639936613031669
4.988103479150789,457.21110253733144,4.22468857398854,8,387.2362569990252,Sim,0.8615901966900219
5.058526466229836,401.47547428537064,4.458285915488858,9,353.8367278237648,Não,0.04484308173333573
2.33318754971485,429.880321858478,6.498320156624267,4,1197.2890738296978,Sim,0.9077325082054434
4.214361124357322,230.42916558300365,4.322090265682099,8,236.31948570791403,Não,0.13851435846032611
2.293291789762235,206.6009148295537,6.339210733975518,8,571.0946783062676,Não,0.10911498930131963
4.909762202543176,459.14661236945386,5.156513459380928,4,482.22206877674665,Não,0.4392791931168881
4.035150575213665,283.42356437538234,4.5717235696577365,6,321.1117318423072,Não,0.48140729701454915
3.6016758373127806,438.5894946286454,5.671815213632762,8,690.6780844636643,Sim,0.9021568881946305
4.972718230253924,344.09695372129113,4.998387586128643,3,345.87319495425305,Sim,0.573082379929045
2.5594000739417484,310.3953490878943,5.409574022406522,3,656.054766192014,Não,0.2989676584243953
2.236399006859421,295.49585909365976,5.050058169783624,7,667.2652209092,Não,0.15079558781734093
3.642130032325408,334.97332046254917,5.1973943862233485,4,478.01381055993505,Não,0.18143733538610324
3.153746127265633,413.91202720896206,6.390304691713599,8,838.6927364135714,Não,0.32072806237057455
3.3958675626526804,233.16169055414682,4.203583895695206,3,288.6198326123368,Não,0.36480713764632944
3.63150440480785,249.56167704863944,4.027929562093627,6,276.8045263056938,Não,0.42578172226221783
5.327089110101593,241.67083105669977,6.007400678456374,9,272.5341146819011,Não,0.44840439723361497
3.259696369173876,375.1339154326623,6.133231366826491,9,705.8274257228264,Não,0.13251769825142112
4.022917856437271,491.04038507258264,5.242883625735867,8,639.9503261923543,Sim,0.9746236634910826
3.909576847486142,414.7609799780589,6.471951966340774,3,686.5994056764579,Sim,0.9971813338457711
2.4775842875154,275.6824609284,5.8880064964017835,3,655.1624213431975,Sim,0.6607940709086635
4.693709437653179,449.0533562837904,4.801167668642745,3,459.33402659948644,Sim,0.7377904320384207
4.391389040352781,269.67034451700465,6.402928768993237,5,393.19677468465295,Sim,0.7682632178572804
3.815268438894677,441.19697489991984,4.838351304326746,4,559.5060984989242,Não,0.42827923556618125
2.931374008814578,478.38709606048604,4.020343232186483,8,656.1019911580228,Não,0.38333180548523316
4.000966750060665,393.2853096249913,4.584167055548881,8,450.612482542348,Não,0.0918630128688051
5.195900267849961,457.0927826581533,4.184903984893682,5,368.15360361098544,Não,0.10294362904225107
2.9628355265690973,231.12047044886253,5.221852696587449,9,407.33852454087844,Não,0.042764307090493836
5.956288328333062,282.5990123030105,5.183087708766961,4,245.9141308203494,Não,0.38937652843083376
4.759762971592288,454.29570543936063,4.200499551876406,5,400.9167932324653,Sim,0.8929666563005756
2.3865104546626354,389.6507669475974,5.283703806226399,8,862.6818442792425,Sim,0.7593656216007278
4.175723604685979,366.36594795921746,4.715084978521405,8,413.68795959716493,Não,0.27548659073493975
5.8688456170084,354.9004431750085,5.1331532211180715,5,310.41170137112135,Não,0.357886093389228
5.919997979865015,432.21451515067844,4.200491700094461,5,306.67467957348407,Sim,0.5919542001750981
3.705948911125077,203.18486667623543,6.4480662935064235,7,353.5260527290664,Não,0.09982136155066607
4.3681016958560335,410.86306519734615,6.057887134730066,4,569.8040590849826,Sim,0.9844226444236919
4.866672274501445,433.6175186580551,5.951013725212284,9,530.2316777208773,Não,0.43429386622790894
4.298870757758742,371.55414833765894,5.616468086632157,3,485.43492795820566,Não,0.13810119482435057
4.941102464455601,266.9592744916555,4.988669147468821,5,269.52922062787326,Não,0.002652305855542214
5.383223716091228,445.4829489968897,4.385945160003763,6,362.95422354020553,Não,0.2190833597648204
4.292411205638648,418.52052653138617,6.418489653676232,5,625.818343280826,Sim,0.7151364344662801
2.479345441538345,439.85875792196373,4.905094513009295,5,870.2090252673408,Não,0.37116865195555704
2.8119100155801817,305.0299100606444,4.94406561782732,9,536.3215331869814,Não,0.3858477177872668
4.025204017795385,438.7557796381053,4.262541260547715,9,464.6260427404438,Não,0.16654742417334312
4.993314585864725,280.2738540514913,6.271525070338424,8,352.019579783776,Sim,0.8102535207810684
5.7652580512781775,484.64486173122765,5.549478299244402,8,466.50576940289335,Sim,0.6341312778214314
3.7498522710741162,439.1380480044422,4.1601645539415015,6,487.18893693159936,Sim,0.8495551956702916
5.479205149637352,442.6832982080541,5.576173251551378,7,450.51767527625293,Não,0.4765399859783138
5.404895026800246,314.233314668366,6.282548897890466,4,365.2589282421179,Não,0.41728931852158835
5.579178415783201,270.29536961215103,5.175710617689478,3,250.74849917978923,Sim,0.7826715853861472
4.178986284445429,497.9804607404135,5.771377893589752,8,687.7345908634059,Não,0.15037558196345718
4.2352333384614544,356.7714283012082,5.400164879419231,6,454.90398831066796,Não,0.08328255993571582
3.915515617165709,381.71505744151784,5.449552040004459,7,531.2649146031506,Não,0.406424079459566
5.961932511182544,254.29420740500328,4.350519074476746,3,185.56261711606936,Não,0.010960390005146148
4.483805410603221,236.84208570039468,5.903116840139132,6,311.8124843788847,Não,0.42924890906969915
5.1090249072474165,407.8294808278928,4.3681181176336175,9,348.6863690138514,Sim,0.9159302104942444
3.2904842829159855,444.87743868346547,6.331101277351685,4,855.9725189806502,Não,0.4861338874196864
3.2811209480936427,391.40413714682916,4.989528699082042,9,595.1996912421686,Não,0.23486953589519222
2.2999732492513,213.8696400194593,6.308398162640755,5,586.6045809804907,Sim,0.9888633493095951
5.98461355288673,416.1066916189769,4.655138982276262,5,323.6690997378037,Não,0.1276052852003457
5.154305390284614,422.39593997117345,5.210711560817774,5,427.01843235733236,Sim,0.5762340911001027
5.040390833619711,291.51915487808753,4.202664125831722,6,243.06787601212358,Sim,0.6142550386024554
5.258574277142314,319.62518324767876,6.330085240802267,6,384.75346138199956,Sim,0.7942357034090386
2.8490633131322993,478.0528170699914,4.303696389416594,7,722.1300324535878,Sim,0.7930918735175054
2.4989486709721285,429.72934406210595,5.651099527892376,5,971.785984065918,Não,0.28036722083055093
4.691045142613994,287.5799266399829,5.221057988855778,8,320.0718449240024,Não,0.11375997850548958
2.269678541758941,356.6939027572712,5.484365326493489,3,861.9016466259508,Não,0.07398664278689954
5.997440135086599,354.9909490416686,6.1986322182107445,4,366.8995912155316,Não,0.1763953213002774
4.189804410451398,209.07670345470783,4.476346676672707,5,223.37553618125463,Não,0.3586397142219913
4.049116343032396,272.5669386387102,4.999512801343007,4,336.54303396147264,Não,0.2824273057549171
5.611796719968154,353.48170056538515,4.590518168064697,3,289.15234273365013,Não,0.4786442196129395
3.467599795958192,368.16513865187807,5.4077251268003295,5,574.1538782590504,Não,0.32311811995018896
3.553805508311659,329.0240967494618,4.352014529803933,8,402.92515906126437,Sim,0.9583554385311065
4.662281620208071,467.2266551269485,5.110119460831651,3,512.1063499542405,Não,0.2636968893875073
4.151805215603039,408.09809409514855,5.816865246113861,5,571.7637262042357,Não,0.4330551427079577
2.5119907905383387,202.3112409942039,4.8839514664001635,4,393.3447072515446,Não,0.036325653944955905
2.6881882312393155,240.86104784782458,4.1129172787872115,4,368.5164431448325,Não,0.06395674718482697
2.621071076530329,317.7064707056891,4.455905651062758,8,540.111281556963,Não,0.32049035721265956
3.5046261139498642,464.36614763223616,4.385574120250347,4,581.0925597084735,Não,0.4941714990396659
2.155540297003477,306.8372458836553,4.655190412449323,7,662.6578993701103,Não,0.4159648599981018
5.769176394401756,433.4078522953142,5.193740836093626,9,390.17840801923177,Não,0.4112515158985411
4.526848583680442,207.30576138996588,4.4208345160898945,6,202.45087689501383,Sim,0.6858081629660754
3.537602581809451,360.69060187249966,5.079291252898673,7,517.879715634046,Sim,0.859203197572699
3.580381834135173,227.95661315116078,5.118622999944532,8,325.8937222674272,Sim,0.593941956430077
5.008175433212168,349.73379745145496,6.28269457126328,9,438.7367535218812,Não,0.23792953150146479
2.5546975734120156,456.57005376214545,4.632208177609705,4,827.8582790776474,Sim,0.7827899979427209
3.7501753126964403,326.09118651871484,5.782158867769981,3,502.7794405897006,Não,0.07984848672057504
3.8520112331156735,395.2551535081908,6.0102440396800905,5,616.7115791622371,Não,0.03780231852891258
2.685318762664218,334.6281532350358,4.4710745811484705,6,557.1582230265404,Não,0.02825022700720914
3.5243357318968633,263.07342399646825,5.926124584283414,6,442.3545326023746,Não,0.027529942999503954
4.647700246010791,414.7995438685192,6.147594751939886,8,548.6626426009072,Não,0.07730495175720853
3.9251857384951303,390.47816432275283,6.23725633986053,6,620.4833524471478,Não,0.3871020755076272
4.870189155730632,245.50600762882976,4.897636277474628,3,246.88961575262138,Sim,0.7484304165063649
5.463359655934596,456.29691827827384,4.353378091047975,7,363.5918431413489,Não,0.4455631132981374
5.338400498240599,259.25792261825114,5.710688251144969,5,277.337972900356,Não,0.4101052434624346
4.379061632681248,339.04524915569243,6.253040865236426,6,484.13655161019517,Sim,0.9525820290391376
2.2241983837217325,218.8639533360181,4.396693595824978,4,432.6402487440155,Sim,0.6637887084030256
3.2074251681393484,330.043396841977,5.412414039751281,5,556.9363028447472,Sim,0.8455268549704376
3.319904100725256,275.58346022100204,4.769736310091618,7,395.9332549363849,Não,0.3448517933431707
3.9449011660145312,363.4811792409346,4.663606925485177,7,429.7023609603145,Sim,0.6793909202432044
3.439772118491246,478.8578499738584,6.075247026583981,5,845.7478079931955,Não,0.21289733999479304
3.68444704243394,356.4791529402805,4.322987211614137,8,418.2594570147097,Não,0.21425932524328895
3.940028281279626,282.4528809897938,4.574478897999563,9,327.9353983081966,Não,0.3958964550154032
4.573349741067469,467.9126540775485,5.024306036777196,7,514.051298429132,Não,0.48949846675296027
3.3137511205210446,452.78500500481766,6.101986247368496,6,833.7644479225839,Sim,0.9695411706718634
4.912359299893519,414.0370127288467,5.46527982927212,6,460.6397855075665,Não,0.4909232283278919
2.0620736395992076,405.4774610641647,5.737640765439654,6,1128.225474295334,Não,0.39135399729206655
2.713785973082329,427.76839233356606,5.1652547083385105,6,814.1882685279529,Não,0.34947362295471607
3.742735614052614,235.20804430105093,4.097450361567423,4,257.49969689185735,Não,0.43876901152758996
